epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,693.262,1.7124,2.33938,1.54004,0.56483,0.47121,0.48738,0.25602,1.8188,1.80415,1.49371,0.000277606,0.000277606,0.000277606
